day,time,str
20151030,461,01000010111101010100
20151030,462,01000000001111001000
20151030,463,11000000011111001100
20151030,464,00000000001101001000
20151030,465,10010000001101001000
20151030,466,00010000001101001000
20151030,467,00100000000101001110
20151030,468,01100000001101000100
20151030,469,01000000001111000100
20151030,470,00000001011111001000
20151030,471,01010000011101001000
20151030,472,01010000011111001110
20151030,473,01000000011111000000
20151030,474,01100000011011001000
20151030,475,00100000011111000100
20151030,476,01100000011101000110
20151030,477,11100100011001000000
20151030,478,01100100001101011100
20151030,479,01100100001101010100
20151030,480,10000100011101000100
20151030,481,11000100011101000100
20151030,482,11000000001101000100
20151030,483,01000100001101010110
20151030,484,00000100011001011100
20151030,485,00000100001101011000
20151030,486,10000100001111001100
